# L = 4
1 -2.04367008762e+00
1.1 -2.04846085192e+00
1.2 -2.05363397300e+00
1.3 -2.05937296925e+00
1.4 -2.06589901210e+00
1.5 -2.07347005422e+00
1.6 -2.08237947526e+00
1.7 -2.09295260620e+00
1.8 -2.10553872721e+00
1.9 -2.12049632140e+00
2 -2.13817088984e+00
2.1 -2.15886731898e+00
2.2 -2.18282165903e+00
2.3 -2.21017871107e+00
2.4 -2.24098090779e+00
2.5 -2.27517078498e+00
2.6 -2.31260540067e+00
2.7 -2.35307820708e+00
2.8 -2.39634308883e+00
2.9 -2.44213628820e+00
3 -2.49019377292e+00
3.1 -2.54026334476e+00
3.2 -2.59211195844e+00
3.3 -2.64552927051e+00
3.4 -2.70032853521e+00
3.5 -2.75634581804e+00
3.6 -2.81343826558e+00
3.7 -2.87148194235e+00
3.8 -2.93036956019e+00
3.9 -2.99000829020e+00
4 -3.05031775622e+00
