# L = 2
1 -2.17378951143e+00
1.1 -2.19175868421e+00
1.2 -2.21022667565e+00
1.3 -2.22939240109e+00
1.4 -2.24946445569e+00
1.5 -2.27064721244e+00
1.6 -2.29312907070e+00
1.7 -2.31707373778e+00
1.8 -2.34261475578e+00
1.9 -2.36985303277e+00
2 -2.39885687374e+00
2.1 -2.42966389420e+00
2.2 -2.46228419665e+00
2.3 -2.49670425753e+00
2.4 -2.53289107671e+00
2.5 -2.57079625691e+00
2.6 -2.61035978962e+00
2.7 -2.65151341596e+00
2.8 -2.69418350342e+00
2.9 -2.73829343072e+00
3 -2.78376550708e+00
3.1 -2.83052247203e+00
3.2 -2.87848863101e+00
3.3 -2.92759068417e+00
3.4 -2.97775830314e+00
3.5 -3.02892450556e+00
3.6 -3.08102587039e+00
3.7 -3.13400263096e+00
3.8 -3.18779867599e+00
3.9 -3.24236148313e+00
4 -3.29764200481e+00
