# L = 8
1 -2.01117870840e+00
1.1 -2.01271991383e+00
1.2 -2.01464231349e+00
1.3 -2.01712740309e+00
1.4 -2.02039234433e+00
1.5 -2.02468886289e+00
1.6 -2.03030387428e+00
1.7 -2.03756314850e+00
1.8 -2.04683977793e+00
1.9 -2.05856914783e+00
2 -2.07326818373e+00
2.1 -2.09154274594e+00
2.2 -2.11404374642e+00
2.3 -2.14133055128e+00
2.4 -2.17367105080e+00
2.5 -2.21091362345e+00
2.6 -2.25254390125e+00
2.7 -2.29787359737e+00
2.8 -2.34621986856e+00
2.9 -2.39700010802e+00
3 -2.44975357779e+00
3.1 -2.50412723232e+00
3.2 -2.55985200649e+00
3.3 -2.61672100562e+00
3.4 -2.67457262264e+00
3.5 -2.73327833264e+00
3.6 -2.79273408439e+00
3.7 -2.85285424640e+00
3.8 -2.91356731258e+00
3.9 -2.97481281083e+00
4 -3.03653903837e+00
